Date,GSPC_adj_price,GSPC_log_ret,BTC_adj_price,BTC_log_ret,NVDA_adj_price,NVDA_log_ret,Gold_adj_price,Gold_log_ret,US_inflation_rate,3_month_LIBOR
4/30/2013,"1,597.57",0.000000000,139,0.00000000,12.850796,0.0000000000,1469.31,0.000000000,0.02340000,0.002731
5/1/2013,"1,582.70",-0.009351473,116.99,-0.17238547,12.738806,-0.0087528298,1473.18,0.002630427,0.02300000,0.002731
5/2/2013,"1,597.59",0.009364004,105.21,-0.10613011,12.888124,0.0116533420,1455.11,-0.012341830,0.02280000,0.002731
5/3/2013,"1,614.42",0.010479564,97.75,-0.07354515,12.944119,0.0043352865,1474.56,0.013278141,0.02310000,0.002751
5/6/2013,"1,617.50",0.001905961,112.3,0.13876066,12.90679,-0.0028880242,1473.96,-0.000406984,0.02310000,0.002751
5/7/2013,"1,625.96",0.005216639,111.5,-0.00714927,12.738806,-0.0131006043,1465.31,-0.005885832,0.02320000,0.002751
5/8/2013,"1,632.69",0.004130539,113.57,0.01839480,12.972118,0.0181493597,1452.41,-0.008842578,0.02290000,0.002751
5/9/2013,"1,626.67",-0.003693918,112.67,-0.00795619,12.981448,0.0007189764,1470.54,0.012405435,0.02310000,0.002751
5/10/2013,"1,633.70",0.004312344,117.2,0.03941868,13.569394,0.0442955542,1456.71,-0.009449212,0.02350000,0.002751
5/13/2013,"1,633.77",0.000042889,117.98,0.00663324,13.289419,-0.0208486608,1435.75,-0.014493108,0.02330000,0.002751
5/14/2013,"1,650.34",0.010091067,111.5,-0.05649053,13.485399,0.0146393899,1438.41,0.001850976,0.02330000,0.002741
5/15/2013,"1,658.78",0.005101103,114.22,0.02410182,13.718713,0.0171532686,1424.59,-0.009654284,0.02300000,0.002741
5/16/2013,"1,650.47",-0.005022332,118.76,0.03897824,13.653385,-0.0047733370,1392.31,-0.022919815,0.02270000,0.002741
5/17/2013,"1,667.47",0.010247412,123.01,0.03516100,13.877364,0.0162715473,1387.94,-0.003143605,0.02260000,0.002736
5/20/2013,"1,666.29",-0.000707869,122,-0.00824461,13.849368,-0.0020194237,1345.64,-0.030950897,0.02280000,0.002731
5/21/2013,"1,669.16",0.001720905,122.88,0.00718722,13.994755,0.0104430167,1395.15,0.036132200,0.02280000,0.002741
5/22/2013,"1,655.35",-0.008308074,123.89,0.00818581,13.507,-0.0354745470,1384.46,-0.007691764,0.02270000,0.0027375
5/23/2013,"1,650.51",-0.002928115,126.7,0.02242801,13.722738,0.0158460955,1384.36,-0.000072233,0.02260000,0.0027275
5/24/2013,"1,649.60",-0.000551517,133.2,0.05002967,13.638322,-0.0061705408,1391.91,0.005438966,0.02270000,0.0027275
5/28/2013,"1,660.06",0.006320962,129,-0.03203935,13.62894,-0.0006881513,1391.24,-0.000481469,0.02290000,0.0027275
5/29/2013,"1,648.36",-0.007072937,132.3,0.02525967,13.544521,-0.0062133617,1385.1,-0.004423097,0.02230000,0.0027575
5/30/2013,"1,654.41",0.003663625,128.8,-0.02681126,13.722738,0.0130720538,1405.71,0.014770174,0.02180000,0.0027465
5/31/2013,"1,630.74",-0.014410577,129,0.00155159,13.572662,-0.0109965424,1416.21,0.007441776,0.02210000,0.0027525
6/3/2013,"1,640.42",0.005918440,122.22,-0.05398970,13.553901,-0.0013832201,1412.48,-0.002637265,0.02200000,0.0027325
6/4/2013,"1,631.38",-0.005526048,121.42,-0.00656709,13.572662,0.0013832201,1408.75,-0.002644238,0.02190000,0.0027395
6/5/2013,"1,608.90",-0.013875555,121.65,0.00189246,13.281884,-0.0216566212,1402.61,-0.004368000,0.02160000,0.0027445
6/6/2013,"1,622.56",0.008454455,118,-0.03046344,13.366304,0.0063359117,1398.91,-0.002641425,0.02130000,0.0027425
6/7/2013,"1,643.38",0.012749914,111.5,-0.05666003,13.553901,0.0139374895,1412.69,0.009802326,0.02140000,0.0027515
6/10/2013,"1,642.81",-0.000346873,106.35,-0.04728905,13.544521,-0.0006922913,1382.91,-0.021305714,0.02110000,0.0027415
6/11/2013,"1,626.13",-0.010205264,108.9,0.02369449,13.291266,-0.0188749835,1381.36,-0.001121454,0.02070000,0.0027225
6/12/2013,"1,612.52",-0.008404777,108.15,-0.00691088,13.178707,-0.0085047067,1374.59,-0.004913016,0.02040000,0.0027325
6/13/2013,"1,636.36",0.014676069,104,-0.03912825,13.478865,0.0225204821,1389.16,0.010543743,0.02040000,0.0027325
6/14/2013,"1,626.73",-0.005902401,99.98,-0.03942073,13.460103,-0.0013929266,1381.44,-0.005572815,0.02050000,0.0027275
6/17/2013,"1,639.04",0.007538876,101.7,0.01705714,13.591421,0.0097088084,1386.8,0.003872501,0.02040000,0.0027325
6/18/2013,"1,651.81",0.007760964,107.4,0.05453288,13.507,-0.0062307153,1381.46,-0.003858024,0.02060000,0.0027225
6/19/2013,"1,628.93",-0.013948301,108.25,0.00788318,13.91972,0.0300984702,1364.51,-0.012345521,0.02040000,0.0027175
6/20/2013,"1,588.19",-0.025328425,110.15,0.01739971,13.544521,-0.0273244285,1342.91,-0.015956489,0.01950000,0.0027255
6/21/2013,"1,592.43",0.002666219,109.5,-0.00591852,13.525763,-0.0013858741,1290.21,-0.040033905,0.01930000,0.0027275
6/24/2013,"1,573.09",-0.012219369,102.74,-0.06372302,13.244367,-0.0210239072,1296.86,0.005140962,0.01930000,0.0027675
6/25/2013,"1,588.03",0.009452456,103.95,0.01170849,13.338166,0.0070572198,1281.99,-0.011532400,0.01960000,0.002761
6/26/2013,"1,603.26",0.009544790,104,0.00048088,13.263125,-0.0056419216,1270.59,-0.008932199,0.01950000,0.002756
6/27/2013,"1,613.20",0.006180691,101.44,-0.02492341,13.141187,-0.0092362844,1236.9,-0.026873110,0.01990000,0.00274
6/28/2013,"1,606.28",-0.004298789,94.65,-0.06928161,13.169329,0.0021392215,1206.66,-0.024752037,0.01990000,0.002731
7/1/2013,"1,614.96",0.005389200,88.05,-0.07228104,13.225606,0.0042642337,1241.91,0.028794305,0.02020000,0.002731
7/2/2013,"1,614.08",-0.000545057,90.13,0.02334824,13.216227,-0.0007094062,1260.5,0.014857951,0.02040000,0.002729
7/3/2013,"1,615.41",0.000823708,77.53,-0.15058811,13.253745,0.0028347612,1243.86,-0.013289020,0.02040000,0.002739
7/5/2013,"1,631.89",0.010150046,68.43,-0.12485363,13.356925,0.0077548229,1245.46,0.001285492,0.02070000,0.002699
7/8/2013,"1,640.46",0.005237805,76.52,0.11174082,13.291266,-0.0049278492,1221.84,-0.019147020,0.02070000,0.002686
7/9/2013,"1,652.32",0.007203662,76.69,0.00221918,13.356925,0.0049278492,1255.31,0.027024635,0.02060000,0.002691
7/10/2013,"1,652.62",0.000181576,86.76,0.12337436,13.535143,0.0132545113,1252.1,-0.002560412,0.02060000,0.002691
7/11/2013,"1,675.02",0.013463213,88.98,0.02526594,13.722738,0.0137646769,1285.81,0.026566728,0.02040000,0.002681
7/12/2013,"1,680.19",0.003081730,93.59,0.05051191,13.732121,0.0006835220,1282.66,-0.002452823,0.02060000,0.002676
7/15/2013,"1,682.50",0.001373935,98.4,0.05011726,13.703977,-0.0020516044,1288.54,0.004573748,0.02100000,0.002676
7/16/2013,"1,676.26",-0.003715655,97.45,-0.00970138,13.779017,0.0054608451,1283.31,-0.004067117,0.02140000,0.002662
7/17/2013,"1,680.91",0.002770206,98.5,0.01071712,13.703977,-0.0054608451,1287.81,0.003500424,0.02140000,0.002662
7/18/2013,"1,689.37",0.005020342,90.58,-0.08382311,13.647703,-0.0041148536,1275.4,-0.009683246,0.02180000,0.002662
7/19/2013,"1,692.09",0.001608756,92.17,0.01740126,13.356925,-0.0215362521,1288.21,0.009993803,0.02210000,0.002647
7/22/2013,"1,695.53",0.002030962,91.61,-0.00609426,13.347546,-0.0007024292,1317.94,0.022816254,0.02220000,0.002647
7/23/2013,"1,692.39",-0.001853653,95.56,0.04221389,13.328785,-0.0014065655,1332.25,0.010799331,0.02200000,0.002659
7/24/2013,"1,685.94",-0.003818503,94.51,-0.01104867,13.328785,0.0000000000,1340.81,0.006404667,0.02170000,0.002643
7/25/2013,"1,690.25",0.002553210,96.9,0.02497387,13.375686,0.0035125989,1318.61,-0.016695757,0.02170000,0.002638
7/26/2013,"1,691.65",0.000827951,96.02,-0.00912302,13.319406,-0.0042165117,1335.94,0.013057012,0.02150000,0.00265
7/29/2013,"1,685.33",-0.003743034,101.2,0.05254225,13.291266,-0.0021149417,1326.41,-0.007159119,0.02160000,0.00266
7/30/2013,"1,685.96",0.000373747,107.99,0.06493987,13.516383,0.0167953775,1324.96,-0.001093774,0.02170000,0.00265
7/31/2013,"1,685.73",-0.000136419,106.09,-0.01775084,13.544521,0.0020796061,1330.41,0.004104895,0.02220000,0.002656
8/1/2013,"1,706.87",0.012462588,104,-0.01989689,13.732121,0.0137555758,1324.27,-0.004625801,0.02260000,0.002656
8/2/2013,"1,709.67",0.001639114,104.5,0.00479617,13.844679,0.0081632840,1303.66,-0.015685671,0.02210000,0.002666
8/5/2013,"1,707.14",-0.001480931,106.22,0.01632534,13.910333,0.0047309742,1313.3,0.007367360,0.02250000,0.002654
8/6/2013,"1,697.37",-0.005739473,106.75,0.00497724,13.703977,-0.0149458626,1301.29,-0.009186973,0.02280000,0.002664
8/7/2013,"1,690.91",-0.003813126,106.75,0.00000000,13.694599,-0.0006845612,1278.4,-0.017746784,0.02260000,0.002664
8/8/2013,"1,697.48",0.003877921,103,-0.03576066,13.788399,0.0068260649,1292.55,0.011007715,0.02240000,0.002647
8/9/2013,"1,691.42",-0.003576348,102.8,-0.00194364,13.591421,-0.0143888016,1310.64,0.013898556,0.02240000,0.002647
8/12/2013,"1,689.47",-0.001153586,106.64,0.03667332,13.478865,-0.0083158817,1328.56,0.013580081,0.02240000,0.002647
8/13/2013,"1,694.16",0.002772210,109,0.02188921,13.525763,0.0034733341,1332.4,0.002886178,0.02230000,0.002642
8/14/2013,"1,685.39",-0.005190063,112.56,0.03213853,14.097934,0.0414320246,1321.31,-0.008358159,0.02210000,0.002632
8/15/2013,"1,661.32",-0.014384565,109.99,-0.02309696,14.191731,0.0066312092,1340.06,0.014090720,0.02170000,0.002632
8/16/2013,"1,655.83",-0.003310067,108.99,-0.00913332,14.248011,0.0039578470,1364.26,0.017897768,0.02160000,0.002641
8/19/2013,"1,646.06",-0.005917778,119,0.08786736,14.022894,-0.0159260383,1377.26,0.009483861,0.02130000,0.002631
8/20/2013,"1,652.35",0.003813913,121.21,0.01840109,14.093597,0.0050293011,1364.21,-0.009520512,0.02150000,0.002621
8/21/2013,"1,642.80",-0.005796370,123.3,0.01709583,14.027608,-0.0046931930,1368.87,0.003410075,0.02140000,0.002621
8/22/2013,"1,656.96",0.008582442,121.15,-0.01759096,14.103025,0.0053619256,1366.66,-0.001615775,0.02110000,0.002621
8/23/2013,"1,663.50",0.003939242,118.5,-0.02211649,14.103025,0.0000000000,1373.51,0.004999700,0.02130000,0.002621
8/26/2013,"1,656.78",-0.004047839,120.06,0.01307866,14.131309,0.0020035188,1398.66,0.018145128,0.02150000,0.0026075
8/27/2013,"1,630.48",-0.016001539,126.5,0.05225069,13.952191,-0.0127562753,1407.09,0.006009107,0.02150000,0.002594
8/28/2013,"1,634.96",0.002743878,122.62,-0.03115217,13.952191,0.0000000000,1423.5,0.011594886,0.02150000,0.002605
8/29/2013,"1,638.17",0.001961477,122.39,-0.00187747,13.923907,-0.0020292661,1412.74,-0.007587547,0.02100000,0.002612
8/30/2013,"1,632.97",-0.003179367,133.49,0.08681390,13.905056,-0.0013547758,1406,-0.004782288,0.02100000,0.002595
9/3/2013,"1,639.77",0.004155575,136.77,0.02427411,13.914485,0.0006778689,1390.5,-0.011085399,0.02100000,0.002595
9/4/2013,"1,653.08",0.008084188,126.74,-0.07616294,14.046465,0.0094403788,1408.95,0.013181351,0.02070000,0.00259
9/5/2013,"1,655.08",0.001209132,126.43,-0.00244895,14.084171,0.0026807800,1390.51,-0.013174160,0.02060000,0.002581
9/6/2013,"1,655.17",0.000054430,119.15,-0.05930559,14.027608,-0.0040241549,1369.06,-0.015546213,0.02070000,0.002564
9/9/2013,"1,671.71",0.009943282,127.11,0.06466965,14.263288,0.0166615757,1385.51,0.011943930,0.02060000,0.002559
9/10/2013,"1,683.99",0.007318940,125.91,-0.00948549,14.564956,0.0209294060,1382.76,-0.001986801,0.02100000,0.002559
9/11/2013,"1,689.13",0.003047635,135.25,0.07155755,14.810064,0.0166885802,1363.36,-0.014129261,0.02130000,0.002544
9/12/2013,"1,683.42",-0.003386142,133.13,-0.01579882,14.800634,-0.0006369320,1360.7,-0.001952968,0.02110000,0.002544
9/13/2013,"1,687.99",0.002711001,134.98,0.01380052,14.894908,0.0063493919,1324.71,-0.026805706,0.02100000,0.002539
9/16/2013,"1,697.60",0.005677009,131.72,-0.02444816,14.904335,0.0006327007,1327.26,0.001923099,0.02120000,0.0025185
9/17/2013,"1,704.76",0.004208869,131.66,-0.00045562,14.95147,0.0031575125,1315.54,-0.008869439,0.02160000,0.0025195
9/18/2013,"1,725.52",0.012104122,131.47,-0.00144415,15.08345,0.0087884935,1302.96,-0.009608628,0.02200000,0.0025245
9/19/2013,"1,722.34",-0.001844654,129.65,-0.01394018,15.01746,-0.0043845921,1368,0.048711220,0.02210000,0.002502
9/20/2013,"1,709.91",-0.007243054,127.04,-0.02033651,14.885482,-0.0088271486,1363.17,-0.003536949,0.02230000,0.002496
9/23/2013,"1,701.84",-0.004730759,125.95,-0.00861699,14.744072,-0.0095452718,1325.91,-0.027713854,0.02260000,0.002506
9/24/2013,"1,697.42",-0.002600522,127.25,0.01026865,14.800634,0.0038289140,1324.16,-0.001320720,0.02190000,0.002502
9/25/2013,"1,692.77",-0.002743225,128.22,0.00759388,14.819489,0.0012731212,1323.56,-0.000453220,0.02180000,0.002476
9/26/2013,"1,698.67",0.003479366,128.38,0.00124708,14.772354,-0.0031856779,1334.51,0.008239107,0.02190000,0.002481
9/27/2013,"1,691.75",-0.004082122,133.78,0.04120204,14.68751,-0.0057599882,1322.14,-0.009312547,0.02180000,0.0024835
9/30/2013,"1,681.55",-0.006047480,133,-0.00584753,14.668655,-0.0012845685,1336.61,0.010884922,0.02190000,0.0024885
10/1/2013,"1,695.00",0.007966725,132.18,-0.00618450,14.659226,-0.0006430059,1331.96,-0.003485016,0.02200000,0.0024585
10/2/2013,"1,693.87",-0.000666892,114.13,-0.14682648,14.649801,-0.0006431466,1290.56,-0.031575309,0.02200000,0.0024435
10/3/2013,"1,678.66",-0.009019973,123.63,0.07995508,14.498967,-0.0103493462,1311.76,0.016293514,0.02190000,0.0024285
10/4/2013,"1,690.50",0.007028467,129.01,0.04259669,14.696936,0.0135616312,1315.51,0.002854676,0.02200000,0.0024285
10/7/2013,"1,676.12",-0.008542748,126.94,-0.01617539,14.696936,0.0000000000,1310.57,-0.003762266,0.02200000,0.0024335
10/8/2013,"1,655.45",-0.012408750,126,-0.00743263,14.574382,-0.0083737067,1322.74,0.009243186,0.02180000,0.002436
10/9/2013,"1,656.40",0.000573742,130.69,0.03654620,14.348131,-0.0156456401,1315.71,-0.005328899,0.02210000,0.002456
10/10/2013,"1,692.56",0.021595623,130.59,-0.00076546,14.508393,0.0111076197,1302.52,-0.010075594,0.02210000,0.002431
10/11/2013,"1,703.20",0.006266595,130.9,0.00237103,14.385842,-0.0084827811,1289.26,-0.010232439,0.02200000,0.002436
10/14/2013,"1,710.14",0.004066441,140.52,0.07091615,14.602664,0.0149594493,1271.44,-0.013918294,0.00000000,0.002458
10/15/2013,"1,698.06",-0.007088790,145.24,0.03303772,14.527246,-0.0051780571,1271.21,-0.000180914,0.02210000,0.0024355
10/16/2013,"1,721.54",0.013732804,142.55,-0.01869473,14.706366,0.0122545405,1281.24,0.007859156,0.02190000,0.0024605
10/17/2013,"1,733.15",0.006721314,146.25,0.02562467,14.734646,0.0019211302,1304.66,0.018114111,0.02160000,0.0024205
10/18/2013,"1,744.50",0.006527406,155.96,0.06428208,14.904335,0.0114505188,1319.66,0.011431657,0.02180000,0.0024055
10/21/2013,"1,744.66",0.000091732,182.21,0.15556030,14.942043,0.0025268071,1317.21,-0.001858264,0.02190000,0.002386
10/22/2013,"1,754.67",0.005721116,193.76,0.06146041,14.866626,-0.0050600824,1311.71,-0.004184234,0.02170000,0.0023835
10/23/2013,"1,746.38",-0.004735753,213.62,0.09757846,14.612095,-0.0172692245,1337.49,0.019463094,0.02150000,0.0023835
10/24/2013,"1,752.07",0.003252838,198.23,-0.07477076,14.508393,-0.0071223009,1335.96,-0.001144589,0.02170000,0.002381
10/25/2013,"1,759.77",0.004385215,186.69,-0.05997849,14.366989,-0.0097941652,1342.79,0.005099404,0.02190000,0.0023685
10/28/2013,"1,762.11",0.001328816,198.55,0.06159147,14.338704,-0.0019706899,1348.91,0.004547320,0.02190000,0.0023585
10/29/2013,"1,771.95",0.005568661,204.39,0.02898898,14.357561,0.0013142479,1355.51,0.004880908,0.02180000,0.0023745
10/30/2013,"1,763.31",-0.004887849,199.97,-0.02186258,14.348131,-0.0006570126,1345.3,-0.007560731,0.02180000,0.002419
10/31/2013,"1,756.54",-0.003846771,204,0.01995264,14.319851,-0.0019729334,1337.4,-0.005889606,0.02170000,0.00242
11/1/2013,"1,761.64",0.002899215,206.18,0.01062958,14.385842,0.0045977720,1321.96,-0.011611947,0.02150000,0.0023775
11/4/2013,"1,767.93",0.003564199,229.1,0.10540902,13.971045,-0.0292575549,1310.85,-0.008439702,0.02130000,0.002381
11/5/2013,"1,762.97",-0.002809531,245.24,0.06807873,13.952191,-0.0013504168,1312.01,0.000884531,0.02140000,0.002377
11/6/2013,"1,770.49",0.004256468,262.5,0.06801376,14.046465,0.0067342058,1314.5,0.001896053,0.02190000,0.0023865
11/7/2013,"1,747.15",-0.013270436,296.41,0.12149255,13.716513,-0.0237703272,1315.34,0.000638822,0.02170000,0.002389
11/8/2013,"1,770.61",0.013338209,338.11,0.13162766,14.668655,0.0671124688,1306.9,-0.006437267,0.02180000,0.002394
11/11/2013,"1,771.89",0.000722670,342.44,0.01272517,14.791209,0.0083201136,1291.64,-0.011745192,0.00000000,0.0023925
11/12/2013,"1,767.69",-0.002373206,360.33,0.05092382,14.819489,0.0019101210,1278.49,-0.010233035,0.02180000,0.0023925
11/13/2013,"1,782.00",0.008062753,407.37,0.12270159,15.224859,0.0269864136,1271.66,-0.005356560,0.02170000,0.002406
11/14/2013,"1,790.62",0.004825597,420.2,0.03100893,15.290846,0.0043247962,1282.24,0.008285415,0.02180000,0.0023845
11/15/2013,"1,798.18",0.004213147,417.95,-0.00536898,15.243711,-0.0030873241,1286.46,0.003285712,0.02180000,0.002381
11/18/2013,"1,791.53",-0.003705053,703.56,0.52079135,14.87605,-0.0244144874,1286.19,-0.000209900,0.02190000,0.0023735
11/19/2013,"1,787.87",-0.002045055,584.61,-0.18520820,14.634356,-0.0163806221,1271.6,-0.011408410,0.02180000,0.002391
11/20/2013,"1,781.37",-0.003642236,590.83,0.01058337,14.416359,-0.0150083116,1271.07,-0.000416885,0.02160000,0.002381
11/21/2013,"1,795.85",0.008095706,722.43,0.20109220,14.5301,0.0078587564,1244.06,-0.021478841,0.02190000,0.002376
11/22/2013,"1,804.76",0.004949190,771.44,0.06563837,14.387927,-0.0098329077,1240.86,-0.002575537,0.02190000,0.002366
11/25/2013,"1,802.48",-0.001264141,799.11,0.03523971,14.700707,0.0215061357,1239.29,-0.001266053,0.02180000,0.0023585
11/26/2013,"1,802.75",0.000149793,928.1,0.14964088,14.823924,0.0083467743,1249.36,0.008092785,0.02170000,0.002366
11/27/2013,"1,807.23",0.002481998,1001.96,0.07657388,14.880792,0.0038288916,1244.04,-0.004267272,0.02160000,0.002376
11/29/2013,"1,805.81",-0.000785998,1131.97,0.12200140,14.78601,-0.0063897903,1242.95,-0.000876562,0.02150000,0.002391
12/2/2013,"1,800.90",-0.002722724,1043.33,-0.08154196,14.928185,0.0095695734,1247.73,0.003838314,0.02150000,0.0023885
12/3/2013,"1,795.15",-0.003197956,1078.28,0.03294966,14.918704,-0.0006353091,1220.75,-0.021860476,0.02150000,0.002413
12/4/2013,"1,792.81",-0.001304343,1151.17,0.06541164,15.127227,0.0138805050,1219.99,-0.000622762,0.02110000,0.0024185
12/5/2013,"1,785.03",-0.004349016,1045.11,-0.09665667,14.880792,-0.0164249790,1238.31,0.014904885,0.02120000,0.002416
12/6/2013,"1,805.09",0.011175195,829.45,-0.23111459,14.662792,-0.0147581253,1229.6,-0.007058634,0.02110000,0.0024085
12/9/2013,"1,808.37",0.001815451,893.19,0.07403649,14.416359,-0.0169495251,1227.44,-0.001758214,0.02120000,0.002426
12/10/2013,"1,802.62",-0.003184725,988.51,0.10139943,14.748097,0.0227504541,1242.35,0.012074048,0.02120000,0.0024185
12/11/2013,"1,782.22",-0.011381397,878.48,-0.11800562,14.605926,-0.0096867207,1258.21,0.012685329,0.02150000,0.0024385
12/12/2013,"1,775.50",-0.003777689,873.26,-0.00595981,14.321579,-0.0196599160,1251.25,-0.005547024,0.02140000,0.0024285
12/13/2013,"1,775.32",-0.000101415,892.58,0.02188281,14.236273,-0.0059742766,1224.1,-0.021937172,0.02160000,0.0024385
12/16/2013,"1,786.54",0.006300152,705.97,-0.23454340,14.255229,0.0013306426,1232.6,0.006919879,0.02180000,0.0024285
12/17/2013,"1,781.00",-0.003105806,682.12,-0.03436715,14.321579,0.0046436340,1243.3,0.008643375,0.02180000,0.0024435
12/18/2013,"1,810.65",0.016510906,522.7,-0.26619791,14.520623,0.0138024940,1231.4,-0.009617401,0.02170000,0.002451
12/19/2013,"1,809.60",-0.000580097,691.96,0.28052046,14.577487,0.0039084375,1221.91,-0.007736525,0.02150000,0.0024585
12/20/2013,"1,818.32",0.004807155,625.32,-0.10126463,14.871314,0.0199557701,1192.3,-0.024530993,0.02160000,0.0024835
12/23/2013,"1,827.99",0.005304029,673.41,0.07409084,14.956616,0.0057196213,1200.96,0.007237022,0.02180000,0.0024585
12/24/2013,"1,833.32",0.002911504,665.58,-0.01169552,14.994532,0.0025318576,1196,-0.004138581,0.02190000,0.0024685
12/26/2013,"1,842.02",0.004734305,761.98,0.13526147,14.852359,-0.0095268935,1202.88,0.005736026,0.02200000,0.00246725
12/27/2013,"1,841.40",-0.000336641,735.07,-0.03595458,14.937661,0.0057269000,1209.76,0.005703311,0.02220000,0.002466
12/30/2013,"1,841.07",-0.000179270,756.13,0.02824759,15.136703,0.0132368489,1211.45,0.001395996,0.02230000,0.002466
12/31/2013,"1,848.36",0.003951856,754.01,-0.00280769,15.184096,0.0031261075,1196.81,-0.012158305,0.02240000,0.002461
1/2/2014,"1,831.98",-0.008901413,802.39,0.06218914,15.032442,-0.0100378987,1222.26,0.021041920,0.02260000,0.0024285
1/3/2014,"1,831.37",-0.000333020,818.72,0.02014737,14.852359,-0.0120519578,1231.6,0.007612533,0.02260000,0.0023985
1/6/2014,"1,826.77",-0.002514927,953.29,0.15217701,15.0514,0.0133123023,1241.46,0.007973969,0.02260000,0.0023935
1/7/2014,"1,837.88",0.006063345,802,-0.17281055,15.297831,0.0162400435,1241.14,-0.000257794,0.02260000,0.002421
1/8/2014,"1,837.49",-0.000212232,842.72,0.04952615,15.506355,0.0135388863,1226.86,-0.011572252,0.02290000,0.002404
1/9/2014,"1,838.13",0.000348249,846.86,0.00490064,14.928185,-0.0379989031,1223,-0.003151203,0.02310000,0.0024165
1/10/2014,"1,842.37",0.002304030,868.48,0.02520917,14.909227,-0.0012707538,1230.89,0.006430628,0.02290000,0.0024165
1/13/2014,"1,819.20",-0.012655966,841.2,-0.03191511,14.558534,-0.0238029321,1248.1,0.013884910,0.02270000,0.002389
1/14/2014,"1,838.88",0.010759876,833.27,-0.00947172,15.01349,0.0307717794,1248.85,0.000600733,0.02260000,0.0023675
1/15/2014,"1,848.38",0.005152889,860.9,0.03262063,15.17462,0.0106751652,1240.36,-0.006821468,0.02280000,0.0023785
1/16/2014,"1,845.89",-0.001348028,835.63,-0.02979242,15.222007,0.0031179143,1237.55,-0.002268041,0.02250000,0.0023635
1/17/2014,"1,838.70",-0.003902781,814.64,-0.02543963,15.15566,-0.0043681502,1239.8,0.001816458,0.02260000,0.002366
1/21/2014,"1,843.80",0.002769912,863.91,0.05872230,15.212529,0.0037453051,1251.05,0.009033122,0.02260000,0.002366
1/22/2014,"1,844.86",0.000574700,845.59,-0.02143399,15.193574,-0.0012467893,1238.9,-0.009759310,0.02250000,0.002371
1/23/2014,"1,828.46",-0.008929325,822.04,-0.02824555,15.136703,-0.0037501185,1234.6,-0.003476858,0.02130000,0.002386
1/24/2014,"1,790.29",-0.021096421,797.07,-0.03084655,14.748097,-0.0260083993,1259.06,0.019618380,0.02140000,0.0023535
1/27/2014,"1,781.56",-0.004888222,771.39,-0.03274842,14.653315,-0.0064474678,1257.28,-0.001414753,0.02140000,0.002361
1/28/2014,"1,792.50",0.006121875,812.51,0.05193414,14.795486,0.0096555445,1255.5,-0.001416758,0.02150000,0.002361
1/29/2014,"1,774.20",-0.010261704,826,0.01646655,14.653315,-0.0096555445,1250.94,-0.003638631,0.02140000,0.002356
1/30/2014,"1,794.19",0.011204044,819.03,-0.00847406,14.899748,0.0166777103,1262.75,0.009396614,0.02150000,0.002376
1/31/2014,"1,782.59",-0.006486290,829.92,0.01320860,14.880792,-0.0012730463,1239.86,-0.018293412,0.02140000,0.002366
2/3/2014,"1,741.89",-0.023096605,823.83,-0.00736511,14.681748,-0.0134661641,1242.66,0.002255773,0.02140000,0.002356
2/4/2014,"1,755.20",0.007612043,827.96,0.00500065,14.767054,0.0057935286,1254.65,0.009602406,0.02130000,0.0023645
2/5/2014,"1,751.64",-0.002030282,811.91,-0.01957535,14.634356,-0.0090267032,1253.3,-0.001076577,0.02140000,0.0023635
2/6/2014,"1,773.43",0.012363054,781.55,-0.03811037,14.823924,0.0128704471,1254.69,0.001108457,0.02160000,0.0023685
2/7/2014,"1,797.02",0.013214194,712.4,-0.09263958,15.041922,0.0145987408,1257.9,0.002555134,0.02180000,0.0023385
2/10/2014,"1,799.84",0.001568005,681.03,-0.04503319,15.089314,0.0031457083,1269.1,0.008864324,0.02190000,0.0023385
2/11/2014,"1,819.75",0.011001376,672.17,-0.01309507,15.402093,0.0205165981,1281.19,0.009481346,0.02190000,0.002366
2/12/2014,"1,819.26",-0.000269299,651.72,-0.03089626,15.95183,0.0350701469,1283.3,0.001645552,0.02210000,0.002361
2/13/2014,"1,829.83",0.005793212,605.24,-0.07398995,16.454178,0.0310058705,1287.76,0.003469390,0.02170000,0.0023585
2/14/2014,"1,838.63",0.004797689,661.99,0.08962538,16.975479,0.0311904643,1304.45,0.012877221,0.02160000,0.0023585
2/18/2014,"1,840.76",0.001157803,626.6,-0.05494207,16.965998,-0.0005586675,1325.64,0.016113866,0.02140000,0.0023455
2/19/2014,"1,828.75",-0.006545862,623.03,-0.00571371,17.193474,0.0133186697,1318.6,-0.005324794,0.02130000,0.002336
2/20/2014,"1,839.78",0.006013342,556.14,-0.11357461,17.800079,0.0346730023,1311,-0.005780363,0.02130000,0.002356
2/21/2014,"1,836.25",-0.001920567,574.16,0.03188804,17.667387,-0.0074824979,1317,0.004566218,0.02120000,0.0023485
2/24/2014,"1,847.61",0.006167455,546.32,-0.04970322,17.923298,0.0143810332,1327.35,0.007828051,0.02160000,0.0023435
2/25/2014,"1,845.12",-0.001348591,538.71,-0.01402749,17.842369,-0.0045255210,1332.6,0.003947448,0.02150000,0.002336
2/26/2014,"1,845.16",0.000021700,582.69,0.07847792,17.813805,-0.0016021913,1339.41,0.005097297,0.02160000,0.002333
2/27/2014,"1,854.29",0.004935881,578.77,-0.00675015,17.613867,-0.0112872290,1325.7,-0.010288597,0.02160000,0.002361
